ma1,mh1,mh2,xsec_8_ggf_h1_2a1_4tau,xsec_8_ggf_h2_2a1_4tau,xsec_8_ggf_h2_2h1_4tau,xsec_8_ggf_h1_2a1_4b,xsec_8_ggf_h2_2a1_4b,xsec_8_ggf_h2_2h1_4b,xsec_8_ggf_h1_2a1_2b2tau,xsec_8_ggf_h2_2a1_2b2tau,xsec_8_ggf_h2_2h1_2b2tau,xsec_8_ggf_h1_2a1_2tau2mu,xsec_8_ggf_h2_2a1_2tau2mu,xsec_8_ggf_h2_2h1_2tau2mu,xsec_8_ggf_h1_2a1_4mu,xsec_8_ggf_h2_2a1_4mu,xsec_8_ggf_h2_2h1_4mu
16.6031572,124.414653,436.661752,0.024878525036,6.25030264067e-06,3.48640238132e-08,4.25723979145,0.00106955846747,2.91111132825e-06,0.650888152407,0.000163524482737,6.37159492344e-07,,,,,,
48.8102151,125.224611,343.26049,0.0535736733555,4.40332979995e-05,1.70894645817e-07,6.01120109865,0.00494072914424,1.42890312755e-05,1.13497510833,0.000932859257859,3.12532810366e-06,,,,,,
47.8263529,124.733364,423.096462,0.0427596948875,8.5093545835e-05,9.07754135235e-07,4.47769033468,0.0089107873368,7.63285713832e-05,0.87513352698,0.00174155159633,1.6647831848e-05,,,,,,
27.4008214,124.515156,509.059499,0.0285473928251,4.88805577255e-06,8.61324426949e-09,3.6176655558,0.000619438388351,7.20389535598e-07,0.642728308793,0.000110051794895,1.57542261496e-07,,,,,,
28.459616,124.697669,397.068749,0.0118049817161,3.46686087662e-05,9.60602217478e-07,1.65934872728,0.00487313857966,8.03465468449e-05,0.27991842659,0.000822058233659,1.75705516209e-05,,,,,,
48.1498581,124.825381,653.365792,0.0116998142161,1.20600087971e-06,5.71094704588e-10,1.09840984358,0.000113222587399,4.76125492317e-08,0.226726188192,2.33706260084e-05,1.04290507215e-08,,,,,,
32.4705555,125.422937,373.204989,0.0390248294172,5.25079423131e-05,4.56854672449e-07,5.09317867418,0.00685287638684,3.82205630673e-05,0.891651117761,0.00119971736338,8.35733039216e-06,,,,,,
42.5081922,124.776764,570.572893,0.031287892852,9.17235719175e-07,1.52217161623e-10,3.78228027156,0.000110881310589,1.27115893889e-08,0.688010406528,2.01697098305e-05,2.78202951566e-09,,,,,,
50.1189937,124.811582,753.344599,0.0430954576958,1.76515791274e-06,9.3908304971e-10,3.82812438954,0.000156797129406,7.82460448314e-08,0.81234173273,3.32729135283e-05,1.71440408782e-08,,,,,,
49.3695129,125.5423,429.404551,0.0335265766494,3.91579525794e-05,3.38874732785e-07,3.23388525177,0.0037770729371,2.83370880677e-05,0.658547194265,0.000769161733213,6.19765218348e-06,,,,,,
