ma1,mh1,mh2,xsec_8_ggf_h1_2a1_4tau,xsec_8_ggf_h2_2a1_4tau,xsec_8_ggf_h2_2h1_4tau,xsec_8_ggf_h1_2a1_4b,xsec_8_ggf_h2_2a1_4b,xsec_8_ggf_h2_2h1_4b,xsec_8_ggf_h1_2a1_2b2tau,xsec_8_ggf_h2_2a1_2b2tau,xsec_8_ggf_h2_2h1_2b2tau,xsec_8_ggf_h1_2a1_2tau2mu,xsec_8_ggf_h2_2a1_2tau2mu,xsec_8_ggf_h2_2h1_2tau2mu,xsec_8_ggf_h1_2a1_4mu,xsec_8_ggf_h2_2a1_4mu,xsec_8_ggf_h2_2h1_4mu
56.4170361,125.230558,915.718716,9.91632904966e-05,1.34875133524e-06,2.37171428457e-09,0.00818038977504,0.000111264073395,1.97587057344e-07,0.00180132658631,2.45004136745e-05,4.32952674712e-08,,,,,,
55.6512465,125.243105,453.019255,0.000159552270611,3.16004967846e-07,5.34556130221e-10,0.0157082652569,3.1111370828e-05,4.45233765339e-08,0.00316625292047,6.27099600961e-06,9.75709872131e-09,,,,,,
59.7104549,124.197438,441.224886,0.00252240130973,1.55207741583e-05,1.63520378163e-07,0.2361846711,0.00145328537757,1.36768296413e-05,0.048816084387,0.000300373861266,2.99094657594e-06,,,,,,
37.1230476,125.99901,232.59262,0.0254167983592,0.000266738187989,,3.1803791985,0.0333766894058,,0.568630132139,0.00596752466377,,,,,,,
11.5312706,125.695886,240.774693,0.000679688787426,0.000101079549418,,0.126390149261,0.0187960425043,,0.0185370944102,0.00275673394231,,,,,,,
58.3361827,126.128425,796.421673,0.0025708641714,7.4938291433e-06,1.49334901151e-08,0.198138979984,0.000577556636071,1.24335746137e-06,0.045139269139,0.000131576757086,2.72526449057e-07,,,,,,
39.4761467,125.721818,780.331327,0.000439584554701,1.23253023839e-06,6.28527280363e-09,0.0512261019204,0.000143630432271,5.22324150176e-07,0.00949066977652,2.66104378714e-05,1.14594062251e-07,,,,,,
58.1370034,124.432668,327.272968,3.33975805077e-05,0.000139829761977,7.77146924311e-06,0.00278377162167,0.0116551593661,0.000652823718619,0.0006098237019,0.00255322396978,0.000142455599405,,,,,,
57.7697312,125.777931,353.773225,0.000356439459077,2.04256145167e-05,4.87262447828e-07,0.0282788424182,0.00162050726849,4.0582438435e-05,0.00634970717274,0.000363867320807,8.89366027925e-06,,,,,,
37.1372263,124.697746,972.39063,0.00598062546088,4.45084086648e-08,2.54664594303e-12,0.764328967177,5.68821208551e-06,2.12594240248e-10,0.135220786591,1.0063265237e-06,4.65361046689e-11,,,,,,
40.2365378,126.142419,500.095626,0.00237066958296,3.02921479743e-05,4.31456827646e-07,0.223503880917,0.00285590732772,3.60239934835e-05,0.0460371090389,0.000588256975725,7.88487106997e-06,,,,,,
44.8150544,125.912723,2464.98237,1.62184561364e-08,2.29118308919e-10,1.97094686187e-10,1.79724113907e-06,2.53896454163e-08,1.63971856038e-08,3.41458498682e-07,4.82378798118e-09,3.59544052986e-09,,,,,,
39.1766085,125.209823,432.397399,0.000825118731935,2.15143377422e-07,1.61325312629e-10,0.0924575965372,2.4107608781e-05,1.34377983229e-08,0.0174686570534,4.55481827287e-06,2.94472886052e-09,,,,,,
