,m_a,xsec_br_4mu,br_4mu
0,0.258397932817,0.000733473817082,0.0000380629899887
1,0.516795865633,0.000722727132068,0.0000375053000554
2,0.754521963824,0.000825404185268,0.0000428336370144
3,1.00258397933,0.000862774768596,0.0000447729511466
4,2.00516795866,0.000901837323594,0.0000468000686868
5,3.54521963824,0.00092885669971,0.0000482022158645
