,m_a,br_4tau,xsec_br_4tau,xsec_br_2tau2mu,xsec_br_4mu,br_2tau2mu,br_4mu
0,4.0,0.368,7.1,0.109848295091,0.000424881969517,0.00569354543568,2.20220513778e-05
1,5.0,0.535,10.3,0.104172761118,0.000263397188326,0.00541091526198,1.36813102674e-05
2,6.0,0.446,8.6,0.0759768660826,0.000167804772667,0.00394019561312,8.70243355922e-06
3,7.0,0.259,5.0,0.0413212607376,8.53723294472e-05,0.00214044130621,4.42228666537e-06
4,8.0,0.234,4.5,0.035768010097,7.10750303498e-05,0.00185993652504,3.69590157819e-06
