ma1,mh1,mh2,xsec_8_ggf_h1_2a1_4tau,xsec_8_ggf_h2_2a1_4tau,xsec_8_ggf_h2_2h1_4tau,xsec_8_ggf_h1_2a1_4b,xsec_8_ggf_h2_2a1_4b,xsec_8_ggf_h2_2h1_4b,xsec_8_ggf_h1_2a1_2b2tau,xsec_8_ggf_h2_2a1_2b2tau,xsec_8_ggf_h2_2h1_2b2tau,xsec_8_ggf_h1_2a1_2tau2mu,xsec_8_ggf_h2_2a1_2tau2mu,xsec_8_ggf_h2_2h1_2tau2mu,xsec_8_ggf_h1_2a1_4mu,xsec_8_ggf_h2_2a1_4mu,xsec_8_ggf_h2_2h1_4mu
55.4434712,125.409916,679.270089,0.0641923704223,5.19546801643e-06,4.07996876695e-09,5.53117106459,0.000447670372203,3.39729241819e-07,1.1917365176,9.64542814122e-05,7.44603168363e-08,0.000454831677058,3.68122163969e-08,2.88838265099e-11,8.0567150385e-07,6.52077575959e-11,5.1120209584e-14
38.0207123,125.295396,578.750289,0.0482405978263,2.31354122828e-05,9.0648315542e-08,5.29419852485,0.00253901218265,7.57428741702e-06,1.010733005,0.000484731239499,1.65722224917e-06,0.000342600521338,1.64305681658e-07,6.41739217255e-10,6.08279760771e-07,2.91721157756e-10,1.13578840517e-12
8.79479811,125.372426,274.07571,3.39526182495,0.000169337012792,3.31316404189e-10,,,2.75681083711e-08,,,6.04442438477e-09,0.0262385018731,1.30863236958e-06,2.34553079664e-12,5.06926281417e-05,2.52826988393e-09,4.15125439644e-15
49.9746523,105.504095,124.868811,0.0259166990055,0.032848771048,,2.90210264025,3.67834287719,,0.548499482627,0.695209444725,,0.000183718614716,0.000232858772283,,3.25586693987e-07,4.12673032347e-07,
42.9231014,125.67127,814.993094,0.0233066502949,3.57278495979e-07,1.18433453362e-10,2.74698159883,4.21097601626e-05,9.84918455256e-09,0.506055093801,7.75755419625e-06,2.16006753539e-09,0.000165365449163,2.53496397879e-09,8.38436377285e-13,2.93325418183e-07,4.49652193322e-12,1.48390412252e-15
35.7672358,124.413057,453.700243,0.0238097791018,4.18467573297e-06,3.25827930471e-08,3.02530627901,0.00053171118121,2.71755377193e-06,0.536775089655,9.43406355068e-05,5.95131891753e-07,0.000169191585727,2.9736181927e-08,2.30671846905e-10,3.00567600379e-07,5.28261072077e-11,4.08263810271e-13
48.5345166,125.998246,626.200185,0.0395750960798,9.06945330266e-06,1.39253945504e-08,3.5468652794,0.000812837673406,1.15942596874e-06,0.749313110026,0.000171720625687,2.54129605255e-07,0.000280583228483,6.43014607748e-08,9.85826609718e-11,4.97326323271e-07,1.13972632082e-10,1.7447514699e-13
15.7143285,125.276182,450.886321,0.0349084486741,7.25231079961e-06,3.26197249607e-08,6.25212215787,0.00129889281157,2.71904795769e-06,0.934348726017,0.000194113104812,5.95632761136e-07,0.000253377929482,5.2639849783e-08,2.30929437908e-10,4.59776770287e-07,9.55196854403e-11,4.08712867421e-13
44.053064,124.303,717.523884,0.0337664792154,3.18760244819e-06,2.17582616297e-09,3.2808020784,0.000309712264357,1.81882568142e-07,0.665676002843,6.28407374909e-05,3.97866736661e-08,0.000239538355201,2.26127528016e-08,1.54039257394e-11,4.24819413704e-07,4.01035415782e-11,2.72633140714e-14
38.7493079,105.76151,125.715429,0.0228314303058,0.0149019937614,,2.72587268903,1.77916745742,,0.498941168163,0.325657134735,,0.000162120305982,0.00010581534998,,2.8779398903e-07,1.87842118153e-07,
29.8449392,124.755328,716.9039,0.0361134768347,1.21330558787e-06,2.46237468796e-09,5.12883496257,0.000172313625404,2.05220110121e-07,0.860744009818,2.89184428743e-05,4.49590393413e-08,0.000257179341124,8.64046220468e-09,1.74324133435e-11,4.57870712668e-07,1.53830963644e-11,3.08532487426e-14
54.642512,125.077875,793.345727,0.0426565930986,5.28735091242e-07,1.58619895894e-10,4.11016687623,5.09461562788e-05,1.32179639458e-08,0.837438274756,1.03801773758e-05,2.89595032072e-09,0.000302259405058,3.74655223268e-09,1.12294457849e-12,5.35443300257e-07,6.63690280099e-12,1.98746273165e-15
53.9671162,124.468625,1031.76261,0.0303828176349,2.42736491966e-08,2.54816811743e-17,3.27839148092,2.6191950231e-06,2.12751086584e-15,0.63121080631,5.04291269678e-07,4.65671788186e-16,0.000215300410405,1.7200928159e-10,1.80398900405e-19,3.81418432594e-07,3.04725432025e-13,3.19285872905e-22
51.3623525,124.752644,308.260366,0.0480274328343,6.55894900608e-05,7.0613329077e-07,4.98464190778,0.00680736199235,5.90973159528e-05,0.978569475161,0.00133640024205,1.29198424432e-05,0.000340411502438,4.64888825783e-07,4.99907998484e-09,6.03196882248e-07,8.23766201483e-10,8.84776324156e-12
50.4796884,125.917477,621.95365,0.0393609425425,1.52511703561e-05,5.07813865935e-08,3.763886503,0.00145839175971,4.23247186464e-06,0.769805482914,0.000298276255664,9.2721257542e-07,0.000279008265035,1.08107232854e-07,3.59499462919e-10,4.94434374088e-07,1.91578310427e-10,6.36256079781e-13
29.5064214,125.126613,147.623784,0.0165445169703,0.00544468185706,,2.31724958668,0.762590216781,,0.391600690047,0.128872978047,,0.000117839994339,3.87802968421e-05,,2.09831817557e-07,6.90541459833e-08,
38.0273649,125.472765,298.768218,0.0295719551578,4.51015282833e-07,1.3827623721e-11,3.62822475228,5.53356991144e-05,1.15140889301e-09,0.655114340178,9.99144553843e-06,2.52358862904e-10,0.000210017125164,3.20306630387e-09,9.78914852721e-14,3.72880256198e-07,5.68696568471e-12,1.73253609624e-16
58.4333407,124.861838,430.538116,0.0506866431372,9.74735562622e-06,1.49553096529e-08,4.50680922947,0.000866687347597,1.2475826656e-06,0.955897549116,0.000183825023256,2.73188470339e-07,0.000359063957855,6.90502245394e-08,1.0587608842e-10,6.35901875972e-07,1.22287872008e-10,1.87387395503e-13
27.969094,125.11974,335.099805,0.0317719332495,6.19561730189e-05,6.74132511902e-07,4.34923451531,0.00848113094077,5.65428985055e-05,0.743461064768,0.00144977021071,1.2347859118e-05,0.000226486529789,4.41655171433e-07,4.77249611029e-09,4.0362784799e-07,7.87085777531e-10,8.4466772929e-12
46.6361464,125.191179,545.289018,0.0420310572569,1.23757107088e-05,1.45121111895e-08,4.20621042817,0.00123848522584,1.21310754415e-06,0.840931558074,0.000247605612797,2.65365797084e-07,0.000298062244981,8.77620587685e-08,1.02737811397e-10,5.28425334033e-07,1.55590639207e-10,1.81831880848e-13
40.0512548,124.573269,523.618772,0.0378195957686,4.00020621074e-06,3.60756339338e-09,3.73362928757,0.000394908691148,3.01502515846e-07,0.75154334647,7.94912875479e-05,6.596027408e-08,0.000268474970506,2.83967933189e-08,2.55398822241e-11,4.76464702512e-07,5.03960188746e-11,4.52026418454e-14
59.0644826,125.300103,784.563279,0.0743055314944,4.20401323749e-06,1.6626482135e-09,5.88619805612,0.000333025739117,1.38491933957e-07,1.32268979741,7.48343401301e-05,3.03488626856e-08,0.000526359362006,2.97800403422e-08,1.17706154672e-11,9.3214519969e-07,5.27383450458e-11,2.08323365327e-14
